,Label,Predicted
0,100.00000223517418,54.82129380106926
1,100.00000223517418,77.33972109854221
2,100.00000223517418,55.780167784541845
3,100.00000223517418,95.00188529491425
4,100.00000223517418,89.13929648697376
5,100.00000223517418,78.58062274754047
6,100.00000223517418,50.01263678714167
7,100.00000223517418,89.52697068452835
8,100.00000223517418,80.85998743772507
9,100.00000223517418,85.59271320700645
10,100.00000223517418,78.06893140077591
11,100.00000223517418,100.46972259879112
12,100.00000223517418,58.49867099896073
13,100.00000223517418,52.73530203849077
14,100.00000223517418,79.70911413431168
15,100.00000223517418,101.4155626296997
16,100.00000223517418,80.49694299697876
17,100.00000223517418,94.66902762651443
18,100.00000223517418,65.93439914286137
19,100.00000223517418,50.000968918675426
20,100.00000223517418,77.48478502035141
21,100.00000223517418,57.455218117684126
22,100.00000223517418,83.01342353224754
23,100.00000223517418,81.01700507104397
24,100.00000223517418,77.44089476764202
25,100.00000223517418,83.71925838291645
26,100.00000223517418,82.31657221913338
27,100.00000223517418,82.90777243673801
28,100.00000223517418,61.88022904098034
29,100.00000223517418,50.04688725748565
30,100.00000223517418,50.00108744518457
31,100.00000223517418,97.3250463604927
32,100.00000223517418,78.79132516682148
33,100.00000223517418,78.90628054738045
34,100.00000223517418,80.271115899086
35,100.00000223517418,96.1132675409317
36,100.00000223517418,58.80485577508807
37,100.00000223517418,84.00870822370052
38,100.00000223517418,76.48637630045414
39,100.00000223517418,80.22262826561928
40,100.00000223517418,74.71964694559574
41,100.00000223517418,96.69883772730827
42,100.00000223517418,80.55191859602928
43,100.00000223517418,84.29017066955566
44,100.00000223517418,83.81126075983047
45,100.00000223517418,82.29097500443459
46,100.00000223517418,76.62801370024681
47,100.00000223517418,76.1339295655489
48,100.00000223517418,81.54203742742538
49,100.00000223517418,81.83056935667992
50,100.00000223517418,79.49464097619057
51,100.00000223517418,50.06029830838088
52,100.00000223517418,77.07305736839771
53,100.00000223517418,79.15151417255402
54,100.00000223517418,100.03094002604485
55,100.00000223517418,81.23095147311687
56,100.00000223517418,86.48735880851746
57,100.00000223517418,50.02074988406093
58,100.00000223517418,79.45054471492767
59,100.00000223517418,95.52490711212158
60,100.00000223517418,81.86724931001663
61,100.00000223517418,81.16352669894695
62,100.00000223517418,81.40878640115261
63,100.00000223517418,82.0884007960558
64,100.00000223517418,50.00362122882507
65,100.00000223517418,90.02109915018082
66,100.00000223517418,81.18879534304142
67,100.00000223517418,65.54623730480671
68,100.00000223517418,82.15280324220657
69,100.00000223517418,76.76245123147964
70,100.00000223517418,76.95379666984081
71,100.00000223517418,98.10191243886948
72,100.00000223517418,99.44909363985062
73,100.00000223517418,79.13878336548805
74,100.00000223517418,57.61597063392401
75,100.00000223517418,87.02142164111137
76,100.00000223517418,79.55013029277325
77,100.00000223517418,94.33235228061676
78,100.00000223517418,58.15787026658654
79,100.00000223517418,50.00060949873841
80,100.00000223517418,86.91356964409351
81,100.00000223517418,96.76519334316254
82,100.00000223517418,80.75662590563297
83,100.00000223517418,82.90199898183346
84,100.00000223517418,80.72511702775955
85,100.00000223517418,54.340274911373854
86,100.00000223517418,92.7820336073637
87,100.00000223517418,50.51204970222898
88,100.00000223517418,84.55776534974575
89,100.00000223517418,81.89084902405739
90,100.00000223517418,80.34279644489288
91,100.00000223517418,83.8025614619255
92,100.00000223517418,96.59505635499954
93,100.00000223517418,96.15738466382027
94,100.00000223517418,58.60362323001027
95,100.00000223517418,81.74849450588226
96,100.00000223517418,96.50477766990662
97,100.00000223517418,80.05499728024006
98,100.00000223517418,87.13971227407455
99,100.00000223517418,50.057124061277136
100,100.00000223517418,80.09130954742432
101,100.00000223517418,94.18498575687408
102,100.00000223517418,77.70569398999214
103,100.00000223517418,56.51518804952502
104,100.00000223517418,54.47250469587743
105,100.00000223517418,50.16217624070123
106,100.00000223517418,100.68884268403053
107,100.00000223517418,91.36194102466106
108,100.00000223517418,83.01375471055508
109,100.00000223517418,95.41393369436264
110,100.00000223517418,78.13345640897751
111,100.00000223517418,80.5104248225689
112,100.00000223517418,91.86100326478481
113,100.00000223517418,80.96691109240055
114,100.00000223517418,50.054467163135996
115,100.00000223517418,53.79885737784207
116,100.00000223517418,86.07955314218998
117,100.00000223517418,77.95192375779152
118,100.00000223517418,83.45444612205029
119,100.00000223517418,83.30906666815281
120,100.00000223517418,79.66485880315304
121,100.00000223517418,95.89948803186417
122,100.00000223517418,82.82423987984657
123,100.00000223517418,50.01259131659026
124,100.00000223517418,77.83782109618187
125,100.00000223517418,80.77983185648918
126,100.00000223517418,55.81680275499821
127,100.00000223517418,97.36819341778755
128,100.00000223517418,50.08337505059899
129,100.00000223517418,59.56547977402806
130,100.00000223517418,78.87346781790257
131,100.00000223517418,87.21369802951813
132,100.00000223517418,62.426223419606686
133,100.00000223517418,77.13126130402088
134,100.00000223517418,81.28204420208931
135,100.00000223517418,82.31657221913338
136,100.00000223517418,95.33238559961319
137,100.00000223517418,50.15001689753262
138,100.00000223517418,50.027627512827166
139,100.00000223517418,50.05529575064429
140,100.00000223517418,82.01775811612606
141,100.00000223517418,79.5351255685091
142,100.00000223517418,57.32856458052993
143,100.00000223517418,81.22972324490547
144,100.00000223517418,61.420547030866146
145,100.00000223517418,82.19822160899639
146,100.00000223517418,89.26663845777512
147,100.00000223517418,62.08912041038275
148,100.00000223517418,88.29396516084671
149,100.00000223517418,86.32441386580467
150,100.00000223517418,50.14462030667346
151,100.00000223517418,77.9986459761858
152,100.00000223517418,66.48790631443262
153,100.00000223517418,50.05294972943375
154,100.00000223517418,85.31708680093288
155,100.00000223517418,96.74198478460312
156,100.00000223517418,84.73102897405624
157,100.00000223517418,83.41558091342449
158,100.00000223517418,91.0160630941391
159,100.00000223517418,50.08465080827591
160,100.00000223517418,80.85848279297352
161,100.00000223517418,79.69172336161137
162,100.00000223517418,50.01533142694825
163,100.00000223517418,64.25659246742725
164,100.00000223517418,79.83339466154575
165,100.00000223517418,97.6247027516365
166,100.00000223517418,82.394490391016
167,100.00000223517418,50.01347533052467
168,100.00000223517418,50.12656290928135
169,100.00000223517418,76.39926336705685
170,100.00000223517418,78.44113670289516
171,100.00000223517418,78.64330671727657
172,100.00000223517418,78.93112674355507
173,100.00000223517418,77.00238078832626
174,100.00000223517418,79.97223138809204
175,100.00000223517418,96.2281160056591
176,100.00000223517418,84.91132035851479
177,100.00000223517418,98.55092242360115
178,100.00000223517418,78.90606671571732
179,100.00000223517418,95.32698765397072
180,100.00000223517418,95.25589644908905
181,100.00000223517418,88.53516727685928
182,100.00000223517418,76.12783014774323
183,100.00000223517418,55.958564672619104
184,100.00000223517418,94.69844251871109
185,100.00000223517418,50.00818329353933
186,100.00000223517418,83.62658582627773
187,100.00000223517418,83.3775032311678
188,100.00000223517418,80.54105751216412
