,Label,Predicted
0,100.0,98.9845484495163
1,50.0,50.684666307643056
2,50.0,50.9545580483973
3,150.0,149.4392216205597
4,100.0,99.39766526222229
5,100.0,99.83148276805878
6,150.0,149.2366373538971
7,100.0,98.89925718307495
8,50.0,50.69952639751136
9,100.0,99.38098192214966
10,150.0,149.9108612537384
11,150.0,149.41500425338745
12,100.0,99.63382482528687
13,150.0,149.7895359992981
14,100.0,98.85127544403076
15,150.0,149.7027575969696
16,100.0,100.6747305393219
17,150.0,149.84558820724487
18,150.0,149.90100860595703
19,100.0,100.12263059616089
20,100.0,96.95390462875366
21,100.0,100.25767683982849
22,150.0,149.62002635002136
23,150.0,149.80403780937195
24,100.0,99.16791617870331
25,150.0,149.97052550315857
26,50.0,50.769492238759995
27,100.0,100.0408947467804
28,50.0,51.0294989682734
29,100.0,99.85973834991455
30,150.0,149.9479115009308
31,100.0,99.57590401172638
32,50.0,51.295716501772404
33,150.0,149.8152196407318
34,50.0,50.780378049239516
35,50.0,50.674260314553976
36,150.0,149.8159110546112
37,150.0,149.7395157814026
38,100.0,100.21426677703857
39,100.0,99.87274706363678
40,150.0,149.871563911438
41,50.0,51.14887012168765
42,50.0,50.93833934515715
43,150.0,149.40316081047058
44,100.0,98.91446530818939
45,100.0,98.68375360965729
46,100.0,98.88613224029541
47,150.0,149.9226212501526
48,100.0,99.39763247966766
49,150.0,149.60559606552124
50,150.0,149.64742064476013
51,100.0,98.9214837551117
52,150.0,149.9584972858429
53,50.0,50.66662118770182
54,100.0,99.22383725643158
55,150.0,149.95959401130676
56,100.0,99.50403273105621
57,100.0,98.86647760868073
58,50.0,50.50157378427684
59,50.0,53.696299716830254
60,150.0,149.79190230369568
61,100.0,98.60067665576935
62,150.0,149.42836165428162
63,150.0,149.8405396938324
64,100.0,99.82840418815613
65,150.0,149.96682405471802
66,100.0,99.84888434410095
67,100.0,99.05892312526703
68,150.0,149.84812140464783
69,50.0,51.13792959600687
70,150.0,149.76115226745605
71,100.0,99.53838288784027
72,100.0,99.10434484481812
73,150.0,149.80735778808594
74,50.0,50.74051977135241
75,100.0,99.53224658966064
76,100.0,98.60524833202362
77,150.0,149.92892742156982
78,100.0,99.90069270133972
79,100.0,99.51469898223877
80,150.0,149.84331727027893
81,100.0,98.90495240688324
82,150.0,149.64033365249634
83,150.0,149.14542436599731
84,100.0,99.57616925239563
85,150.0,149.73352551460266
86,100.0,99.78005290031433
87,50.0,50.875256303697824
88,50.0,50.49933614209294
89,100.0,99.58159029483795
90,100.0,100.04003643989563
91,150.0,149.50110912322998
92,150.0,149.66804385185242
93,150.0,149.7571885585785
94,150.0,149.8970627784729
95,50.0,50.85450652986765
96,50.0,50.67772441543639
97,100.0,100.0119686126709
98,100.0,99.43313896656036
99,150.0,149.95399713516235
100,150.0,149.63058233261108
101,150.0,149.91564750671387
102,150.0,149.95205402374268
103,100.0,99.628347158432
104,150.0,149.94945526123047
105,150.0,149.47171807289124
106,150.0,149.96380805969238
107,150.0,149.94723200798035
108,150.0,149.9381422996521
109,150.0,149.7148096561432
110,150.0,149.79813694953918
111,50.0,50.990092009305954
112,100.0,98.95280301570892
113,100.0,99.5582789182663
114,150.0,149.9639630317688
115,50.0,50.890405382961035
116,100.0,98.8510012626648
117,150.0,149.8547613620758
118,150.0,149.75554943084717
119,150.0,149.56313371658325
120,100.0,99.30442273616791
121,150.0,149.61054921150208
122,150.0,149.3958830833435
123,150.0,149.74023699760437
124,100.0,100.52977800369263
125,50.0,51.0641535744071
126,100.0,99.56128895282745
127,150.0,149.930739402771
128,150.0,149.77878332138062
129,150.0,149.6492564678192
130,100.0,99.52920079231262
131,50.0,50.85959183052182
132,150.0,149.6483564376831
133,150.0,149.6864140033722
134,150.0,149.82950091362
135,100.0,99.52963292598724
136,150.0,149.93372559547424
137,150.0,149.79494214057922
138,150.0,149.46385025978088
139,150.0,149.41920638084412
140,100.0,99.28203225135803
141,150.0,149.7449815273285
142,150.0,149.53097701072693
143,50.0,50.61940583400428
144,150.0,149.9388575553894
145,100.0,99.31041598320007
146,150.0,149.50205087661743
147,50.0,50.75109330937266
148,100.0,100.41428804397583
149,150.0,149.292653799057
150,50.0,50.89156460016966
151,100.0,99.38036501407623
152,100.0,99.59051311016083
153,100.0,99.36677515506744
154,150.0,149.816232919693
155,50.0,50.727181462571025
156,100.0,99.05603229999542
157,150.0,149.7938334941864
158,100.0,99.68431890010834
159,150.0,149.94170665740967
160,100.0,99.16461408138275
161,100.0,100.08382201194763
162,100.0,100.12715458869934
163,150.0,149.24762845039368
164,100.0,99.42092597484589
165,100.0,98.74989092350006
166,150.0,149.43793416023254
167,150.0,149.83420372009277
168,150.0,149.74973797798157
169,100.0,99.73835349082947
170,150.0,149.4096875190735
171,100.0,99.01567995548248
172,150.0,149.94660019874573
173,150.0,149.42328333854675
174,150.0,149.91928935050964
175,150.0,149.89075660705566
176,150.0,149.78063702583313
177,150.0,149.4191825389862
178,150.0,149.76951479911804
179,50.0,50.91923251748085
180,150.0,149.9102234840393
181,100.0,100.12251734733582
182,50.0,50.874416809529066
183,150.0,149.9691367149353
184,150.0,149.7872829437256
185,150.0,149.65078234672546
186,50.0,50.987419951707125
187,150.0,149.90912675857544
188,150.0,149.79683756828308
189,100.0,99.3085652589798
190,50.0,50.73630609549582
191,100.0,99.00587499141693
192,100.0,99.64195787906647
193,50.0,50.54506906308234
194,150.0,149.97932314872742
195,150.0,149.87555742263794
196,50.0,50.81599643453956
197,150.0,149.9517798423767
198,150.0,149.92548823356628
199,100.0,99.17105734348297
200,150.0,149.9066174030304
201,150.0,149.95251893997192
202,100.0,98.92457723617554
203,100.0,98.626509308815
204,50.0,51.02232927456498
205,100.0,112.4377965927124
206,50.0,50.99084721878171
207,100.0,99.01102781295776
208,150.0,149.77555871009827
209,100.0,99.09152090549469
210,100.0,99.04181361198425
211,100.0,99.72488582134247
212,150.0,149.93222951889038
213,150.0,149.92916584014893
214,100.0,98.8152801990509
215,150.0,149.8640477657318
216,100.0,99.46304559707642
217,150.0,149.94988441467285
218,50.0,50.74822916649282
219,150.0,149.56520199775696
220,150.0,149.50201511383057
221,100.0,99.28303360939026
222,150.0,149.9750792980194
223,150.0,149.83282685279846
224,100.0,99.65207576751709
225,150.0,149.71777200698853
226,50.0,50.839758571237326
227,150.0,149.94837045669556
228,150.0,149.78668093681335
229,100.0,99.46011006832123
230,150.0,149.86477494239807
231,50.0,50.60186074115336
232,50.0,51.16586405783892
233,50.0,50.885383412241936
234,100.0,97.10517227649689
235,150.0,149.83744621276855
236,150.0,149.79337453842163
237,150.0,149.9153971672058
238,100.0,100.3949224948883
239,100.0,99.26115870475769
240,100.0,99.43632185459137
241,50.0,50.97938133403659
242,150.0,149.93834495544434
243,100.0,99.06323254108429
244,50.0,51.25724459066987
245,50.0,50.84260869771242
246,150.0,149.95688796043396
247,50.0,51.34074417874217
248,100.0,100.04414319992065
249,150.0,149.7334361076355
250,50.0,50.96903843805194
251,100.0,99.73556995391846
252,50.0,51.334069669246674
253,100.0,99.21248257160187
254,150.0,149.42557215690613
255,150.0,149.7519016265869
256,150.0,149.90253448486328
257,50.0,50.63593750819564
258,150.0,149.9570667743683
259,100.0,99.11850690841675
260,150.0,149.96981620788574
