,blur,dia,pos
280,50.090358008709146,50,-70
281,51.326859596597444,50,-70
282,52.875096410306234,50,-70
283,50.73926316041134,50,-70
284,51.14338894052122,50,-70
285,51.54513034463183,50,-70
286,52.94658979640438,50,-70
287,55.1919886359255,50,-70
288,52.39413944696862,50,-70
289,50.56643764996373,50,-70
290,52.489032344638005,50,-70
291,52.64030131343536,50,-70
292,52.62094891566102,50,-70
293,53.41556970216611,50,-70
294,50.35202571898691,50,-70
295,51.27025824663136,50,-70
296,50.94231614723426,50,-70
297,51.88694917468099,50,-70
298,50.09271204619368,50,-70
299,50.534289980375725,50,-70
300,51.282783825126145,50,-70
301,51.49342157994077,50,-70
302,50.491397517838536,50,-70
303,50.257429179252924,50,-70
304,52.268927291019814,50,-70
305,51.97956828766837,50,-70
306,51.704348939542854,50,-70
307,51.37819862815113,50,-70
308,50.52877970791886,50,-70
309,52.41124507605975,50,-70
310,50.509277403012746,50,-70
311,50.33503548734337,50,-70
312,49.204661561844745,50,-70
313,50.46090464108515,50,-70
314,50.47538266899805,50,-70
315,52.40234633072322,50,-70
316,51.054030481226846,50,-70
317,55.38268524177486,50,-70
318,51.12693674856366,50,-70
319,51.646708145689544,50,-70
320,51.44168950086451,50,-70
321,51.73306377326764,50,-70
322,53.11827755797664,50,-70
323,52.91340515333253,50,-80
324,51.45188576585156,50,-80
325,52.34571958055121,50,-80
326,49.832255721626396,50,-80
327,50.72559924175883,50,-80
328,48.86598264778434,50,-80
329,50.30276532580098,50,-80
330,50.153827076896675,50,-80
331,50.46513611986661,50,-80
332,51.49343417331161,50,-80
333,51.61359721951175,50,-80
334,51.895401225105616,50,-80
335,54.50246345690499,50,-80
336,51.12072919058808,50,-80
337,49.93546284844683,50,-80
338,51.87452665423309,50,-80
339,52.12523168049354,50,-80
340,53.22356383803945,50,-80
341,51.503456850242344,50,-80
342,49.97825999712597,50,-80
343,52.803191136194215,50,-80
344,51.400692898180736,50,-80
345,49.90861997979538,50,-80
346,50.16316783069534,50,-80
347,50.66130078591567,50,-80
348,51.218653935195825,50,-80
349,50.642141178656594,50,-80
350,50.77851033419302,50,-80
351,50.91947710745101,50,-80
352,50.77418792742119,50,-80
353,51.36787732640965,50,-80
354,50.677628798895086,50,-80
355,52.4749053294736,50,-80
356,51.441313599423346,50,-80
357,50.68447805753693,50,-80
358,49.754894488548175,50,-80
359,49.841333336785866,50,-80
360,50.92243483041505,50,-80
361,52.30920048494595,50,-80
362,50.58031526044919,50,-80
363,50.09896778133352,50,-80
364,50.65953904461129,50,-80
365,51.86284548454046,50,-80
366,53.6260837137483,50,-80
367,52.62390259483264,50,-80
368,50.74546247859766,50,-80
369,50.98005203413911,50,-80
370,50.76201341733765,50,-80
371,50.90877352778644,50,-80
372,50.362497788644674,50,-80
373,52.38140415075218,50,-80
374,53.30481508561129,50,-80
375,51.734970584590315,50,-80
376,49.91532977147645,50,-80
377,52.83719372763029,50,-80
378,51.59308760731959,50,-80
379,50.04250071709763,50,-80
380,50.75416205692568,50,-80
381,51.93140122402458,50,-80
382,52.484085814341334,50,-80
383,50.5497520646787,50,-80
384,52.130893013813896,50,-80
385,51.78815286971421,50,-80
386,50.76403538884132,50,-80
387,49.97263985349076,50,-80
388,50.779837052616685,50,-80
389,49.28264837025397,50,-80
390,51.29258438813007,50,-80
391,51.483880981737926,50,-80
392,50.48069856739836,50,-80
393,50.96348232293557,50,-80
394,51.57936066615757,50,-80
395,50.141083901802084,50,-80
396,50.927644902261505,50,-80
397,48.40306925998443,50,-80
398,50.57351967914211,50,-80
399,51.7729280397465,50,-80
400,51.274830267782036,50,-80
401,51.40908085884062,50,-80
402,51.26934456609186,50,-80
403,52.89399343874628,50,-80
404,51.89130960282654,50,-80
405,51.20739109722199,50,-80
406,52.09557260047453,50,-80
407,51.71330992049264,50,-80
408,48.50168893149486,50,-80
409,53.10505463447128,50,-80
410,50.60935822478601,50,-80
411,51.76800732520172,50,-80
412,51.657765170462454,50,-80
413,50.46638603479366,50,-80
414,53.2805387717493,50,-80
415,50.955050751705116,50,-80
416,51.67704140269603,50,-80
417,52.94444883273163,50,-80
418,50.485858887144545,50,-80
419,53.16505708934965,50,-80
420,51.105634281763386,50,-80
421,50.499441086021776,50,-80
422,51.74890808040408,50,-80
423,52.227965645824085,50,-80
424,53.12816577460874,50,-80
425,53.85936940942421,50,-80
426,49.153323050829826,50,-80
427,50.90993548657309,50,-80
428,55.73852347622936,50,-90
429,56.036898770240555,50,-90
430,50.172488430749354,50,-90
431,51.97791359939956,50,-90
432,50.29362954337065,50,-90
433,51.76051313786694,50,-90
434,51.63349179306294,50,-90
435,50.090826362977054,50,-90
436,50.83916369712413,50,-90
437,49.51160581769754,50,-90
438,50.491384969739464,50,-90
439,50.238392399188484,50,-90
440,51.55281995478428,50,-90
441,50.1018238022095,50,-90
442,50.076599711017536,50,-90
443,50.96943401185233,50,-90
444,50.86890783736428,50,-90
445,51.22660599139868,50,-90
446,50.97400746949709,50,-90
447,51.352923694964346,50,-90
448,51.58548342201442,50,-90
449,51.139322479082374,50,-90
450,52.110177794774216,50,-90
451,52.53755314733583,50,-90
452,51.11905416611937,50,-90
453,52.059284294193844,50,-90
454,52.39552212225568,50,-90
455,50.68596717426776,50,-90
456,51.619635206385084,50,-90
457,52.54381393579739,50,-90
458,51.293658468472266,50,-90
459,52.09095708466916,50,-90
460,52.33560705063578,50,-90
461,51.624643354429914,50,-90
462,52.46019960866819,50,-90
463,50.806412149760355,50,-90
464,51.58370392252522,50,-90
465,51.37159352336516,50,-90
466,52.25492412586412,50,-90
467,50.64948127233728,50,-90
468,49.59019392145391,50,-90
469,49.40603332951522,50,-90
470,49.333612073674146,50,-90
471,51.467195292302975,50,-90
472,50.01507649871429,50,-90
473,50.22846010379098,50,-90
474,51.92766772259061,50,-90
475,53.16837424352302,50,-90
476,51.60624909392078,50,-90
477,50.748518212415654,50,-90
478,51.386727754948645,50,-90
479,51.35329136630418,50,-90
480,52.96132580227983,50,-90
481,49.49730985628206,50,-90
482,50.02863889764217,50,-90
483,50.7692104681025,50,-90
484,49.30882979731597,50,-90
485,50.70339368946839,50,-90
486,49.76601933767044,50,-90
487,51.289881745231654,50,-90
488,51.269767968496275,50,-90
489,50.337989721637676,50,-90
490,50.246006084132894,50,-90
491,49.825308118910925,50,-90
492,51.35116105522735,50,-90
493,49.34327224674299,50,-90
494,52.87350947438709,50,-90
495,49.53256320332267,50,-90
496,50.8344206120481,50,-90
497,50.69918163564356,50,-90
498,51.377076114148124,50,-90
499,51.21685476729205,50,-90
500,52.52026465854715,50,-90
501,53.09193765656556,50,-90
502,50.98130485867447,50,-90
503,51.36448893425443,50,-90
504,51.740643156720566,50,-90
505,50.479982476711605,50,-90
506,51.77952158618098,50,-90
507,49.75137903782484,50,-90
508,51.03721482694776,50,-90
509,51.15994918714958,50,-90
510,51.51682058514244,50,-90
511,50.32816337035631,50,-90
512,51.27152080660384,50,-90
513,50.77965534155317,50,-90
514,52.72807863058053,50,-90
515,51.555457546684984,50,-90
516,52.57850502726313,50,-90
517,51.1831927784658,50,-90
518,52.20546346898836,50,-90
519,49.71123051973521,50,-90
520,53.4758855823121,50,-90
521,52.202423374196314,50,-90
522,51.27506374872354,50,-90
523,50.264818508082755,50,-90
524,50.74678183123915,50,-90
525,51.77287702875361,50,-90
526,49.77955917467987,50,-90
527,50.16437580345315,50,-90
528,50.944147146403296,50,-90
529,49.72111447411943,50,-90
530,51.73085812125992,50,-90
531,51.35171409116148,50,-90
532,52.949467189626056,50,-90
533,52.166559165676496,50,-100
534,51.0379028984051,50,-100
535,51.64536909423265,50,-100
536,50.95641686759999,50,-100
537,49.65199224685846,50,-100
538,52.23048703995464,50,-100
539,50.999685318942824,50,-100
540,50.00992048462701,50,-100
541,51.780125879156,50,-100
542,52.218232119292445,50,-100
543,50.3909830095379,50,-100
544,50.252458629597825,50,-100
545,50.47245679813332,50,-100
546,51.044846042316905,50,-100
547,52.16177830542197,50,-100
548,50.207237944853034,50,-100
549,51.62342807458501,50,-100
550,49.79133770207494,50,-100
551,49.435579006560644,50,-100
552,49.77756852290805,50,-100
553,50.62626296903046,50,-100
554,51.28171717825547,50,-100
555,51.645928090328425,50,-100
556,51.13044440682522,50,-100
557,50.01137970411087,50,-100
558,50.55607590665166,50,-100
559,51.77310153420735,50,-100
560,52.065889382296284,50,-100
561,50.22328950314318,50,-100
562,53.442794926100966,50,-100
563,50.18680157250431,50,-100
564,51.93403589599368,50,-100
565,52.43034204472375,50,-100
566,52.016379374523986,50,-100
567,50.743495147356214,50,-100
568,52.23670796584967,50,-100
569,53.11844376365211,50,-100
570,52.89476926436092,50,-100
571,51.75804555029309,50,-100
572,48.777811853266165,50,-100
573,49.67702807255023,50,-100
574,51.4881225293404,50,-100
575,51.92102621698585,50,-100
576,50.905864608663286,50,-100
577,51.6574098426933,50,-100
578,51.00793389310657,50,-100
579,49.07408756434391,50,-100
580,51.684120407204276,50,-100
581,50.722985112963855,50,-100
582,49.46344568936619,50,-100
583,50.438286467466895,50,-100
584,50.65837643790859,50,-100
585,50.067820222161004,50,-100
586,50.29972242559536,50,-100
587,51.464692182431435,50,-100
588,51.098908404940495,50,-100
589,51.29131448647442,50,-100
590,49.44330444949929,50,-100
591,51.29998573915775,50,-100
592,52.36859395452944,50,-100
593,51.178287106911235,50,-100
594,50.8867448680369,50,-100
595,50.9759823444129,50,-100
596,51.21835270969109,50,-100
597,52.782121324529236,50,-100
598,51.10429047519637,50,-100
599,51.396364623747594,50,-100
600,51.02007152071903,50,-100
601,54.291731564032325,50,-100
602,50.98274643077747,50,-100
603,50.52496104802759,50,-100
604,51.733854916583006,50,-100
605,50.016936501129294,50,-100
606,49.75461360727191,50,-100
607,51.638342820688614,50,-100
608,50.9420591925545,50,-100
609,52.41276129439971,50,-100
610,49.787374306036895,50,-100
611,52.86671777707002,50,-100
612,51.45086909450754,50,-100
613,51.017385733106664,50,-100
614,52.19492489714741,50,-100
615,52.94522314004155,50,-100
616,51.90754540756418,50,-100
617,53.009955317660484,50,-100
618,52.36800734214831,50,-100
619,51.33562616746765,50,-100
620,50.50630129358207,50,-100
621,50.85103271534588,50,-100
622,51.69360280395358,50,-100
623,51.1690565518997,50,-100
624,50.817909212295,50,-100
625,49.36459891942414,50,-100
626,51.54853921507378,50,-100
627,50.9078818653114,50,-100
628,51.55757353242683,50,-100
629,52.64672495755436,50,-100
630,53.072922917049894,50,-100
631,49.3340530437883,50,-100
632,49.606590594270514,50,-100
633,54.54442127080315,50,-100
634,53.35413271567033,50,-100
635,51.178852638459524,50,-100
636,51.923029243905845,50,-100
637,51.16091189409197,50,-110
638,50.59556096627307,50,-110
639,50.7350732087768,50,-110
640,52.615371775820314,50,-110
641,50.08231432411752,50,-110
642,51.60741697525862,50,-110
643,52.25605655099556,50,-110
644,51.33739017867981,50,-110
645,50.725409559512315,50,-110
646,52.08372889530694,50,-110
647,49.29789930178845,50,-110
648,50.46420625119547,50,-110
649,51.715221526344386,50,-110
650,52.298004516766724,50,-110
651,50.963810485436696,50,-110
652,51.51924889384627,50,-110
653,50.18469173623117,50,-110
654,50.41320234831645,50,-110
655,50.59855963963966,50,-110
656,53.73620959608908,50,-110
657,52.94206096800609,50,-110
658,51.493442532790894,50,-110
659,51.324175781674,50,-110
660,50.0073696390196,50,-110
661,53.51404397287264,50,-110
662,50.02130893287967,50,-110
663,51.937061683484146,50,-110
664,51.42052461730242,50,-110
665,52.56028090590237,50,-110
666,52.24363622075891,50,-110
667,50.05485084988791,50,-110
668,51.193694659577126,50,-110
669,52.162003672515624,50,-110
670,52.29517438748146,50,-110
671,51.147505823940314,50,-110
672,50.210887444636256,50,-110
673,53.66343788867649,50,-110
674,51.70908480153685,50,-110
675,51.21041989612254,50,-110
676,50.453119493236436,50,-110
677,50.761606362524574,50,-110
678,51.78549387817985,50,-110
679,50.74130055361205,50,-110
680,51.746428662582545,50,-110
681,51.07524308514988,50,-110
682,50.83423398662935,50,-110
683,50.70956087520311,50,-110
684,52.09174142058066,50,-110
685,50.522225218324756,50,-110
686,52.08472007035104,50,-110
687,49.83240526248553,50,-110
688,51.66373068806429,50,-110
689,50.072062139966825,50,-110
690,49.32558294880367,50,-110
691,51.129194223200614,50,-110
692,51.71574511794812,50,-110
693,50.959486927507704,50,-110
694,50.324018557286486,50,-110
695,51.464072688082624,50,-110
696,51.56838525214835,50,-110
697,50.150504695576466,50,-110
698,51.435552849504894,50,-110
699,48.99752108219654,50,-110
700,50.10053605578587,50,-110
701,52.43433223658883,50,-110
702,52.1777240956003,50,-110
703,51.74504563248,50,-110
704,51.623725370669526,50,-110
705,52.08041384744522,50,-110
706,50.09011425710519,50,-110
707,54.736898608738024,50,-110
708,52.28663531428659,50,-110
709,50.829210578878815,50,-110
710,51.37752041462171,50,-110
711,51.51600871240113,50,-110
712,51.093124191709826,50,-110
713,51.4175683175918,50,-110
714,51.43083099631977,50,-110
715,52.77394985752722,50,-110
716,51.14046861037714,50,-110
717,52.44251576838248,50,-110
718,52.43876268899179,50,-110
719,49.806382686328455,50,-110
720,51.184987606590376,50,-110
721,51.20870617932817,50,-110
722,52.23081384426219,50,-110
723,51.141816003193355,50,-110
724,49.90069555095052,50,-110
725,52.22062599256137,50,-110
726,50.624166214683314,50,-110
727,52.19450635039607,50,-110
728,50.347318555410155,50,-110
729,51.001741234561585,50,-110
730,50.48981176461631,50,-110
731,51.99214278647291,50,-110
732,50.54523862648698,50,-110
733,50.51289247754683,50,-110
734,51.426854944026495,50,-110
735,48.73425779759324,50,-110
736,51.98074291869744,50,-110
737,50.69658414030827,50,-110
738,50.0086697234588,50,-110
739,50.760636910568934,50,-110
740,49.31531082998182,50,-110
741,52.31473023331602,50,-110
742,54.14928256739496,50,-130
743,51.85900646296281,50,-130
744,52.58553823890764,50,-130
745,51.18700422979366,50,-130
746,51.64297452452978,50,-130
747,51.21091686422723,50,-130
748,49.85640875893499,50,-130
749,49.81378150998688,50,-130
750,50.32821170303569,50,-130
751,52.44841167462988,50,-130
752,52.91630600115399,50,-130
753,52.65303261044546,50,-130
754,51.88150062471378,50,-130
755,50.14829216508702,50,-130
756,52.48568880556091,50,-130
757,50.78373504818391,50,-130
758,51.80621844047699,50,-130
759,51.75332448724889,50,-130
760,51.868765613299026,50,-130
761,53.79917333967666,50,-130
762,50.590138331337485,50,-130
763,50.79368936391537,50,-130
764,50.25822245501012,50,-130
765,51.97625942687335,50,-130
766,52.359926384557866,50,-130
767,51.24756753882198,50,-130
768,49.806101157239645,50,-130
769,50.94440227187884,50,-130
770,51.49452770394464,50,-130
771,52.36310042945734,50,-130
772,51.19978300175841,50,-130
773,53.13228492065711,50,-130
774,54.471570951615156,50,-130
775,55.218450293822784,50,-130
776,53.389463360133654,50,-130
777,52.94489482882278,50,-130
778,52.46681765617303,50,-130
779,54.72886605273066,50,-130
780,58.37673096243985,50,-130
781,58.38078003409672,50,-130
782,51.709504232810694,50,-130
783,52.22814889668679,50,-130
784,53.59286469046954,50,-130
785,57.457569291081896,50,-130
786,55.1662715816512,50,-130
787,54.44721532525797,50,-130
788,52.36015642660007,50,-130
789,54.90925272312582,50,-130
790,55.62021671827564,50,-130
791,57.002333320669564,50,-130
792,56.69656183463432,50,-130
793,52.04064168942782,50,-130
794,52.25426846880288,50,-130
795,51.54627716165054,50,-130
796,53.11743190020687,50,-130
797,52.22427641747328,50,-130
798,51.29001395900179,50,-130
799,51.23026368207651,50,-130
800,51.30398043125349,50,-130
801,51.35134462497562,50,-130
802,53.25454341660244,50,-130
803,53.01570694804875,50,-130
804,51.70556184568423,50,-130
805,51.78139223863478,50,-130
806,52.35425137162313,50,-130
807,52.086868200926084,50,-130
808,50.43064453447761,50,-130
809,51.08253508272698,50,-130
810,50.9278137575392,50,-130
811,52.900116342231,50,-130
812,52.222709432921754,50,-130
813,50.26137145273947,50,-130
814,49.827726069436295,50,-130
815,51.03910311944675,50,-130
816,50.75490246603674,50,-130
817,52.76074559797754,50,-130
818,50.53261406061518,50,-130
819,52.87330067123702,50,-130
820,51.348541767822454,50,-130
821,51.94834105383315,50,-130
822,53.16485031494036,50,-130
823,52.043979646424496,50,-130
824,50.82696994992388,50,-130
825,49.969055935995115,50,-130
826,52.14883526830608,50,-130
827,52.22673700745956,50,-130
828,50.277863135016446,50,-130
829,51.32147926804991,50,-130
830,52.460966702676856,50,-130
831,53.33318864617954,50,-130
832,52.759134006997044,50,-130
833,49.54433437432253,50,-130
834,53.57661242785373,50,-130
835,52.53597837390093,50,-130
836,51.80712825286722,50,-130
837,52.860097367641515,50,-130
838,52.01603662616919,50,-130
839,51.92543046740832,50,-130
840,52.36587943842921,50,-130
841,51.07744860111709,50,-130
842,54.64940139169193,50,-130
843,53.675576239277106,50,-130
844,52.19592477128671,50,-130
845,51.9880428859905,50,-130
846,50.90135014933468,50,-130
847,50.739573626721196,50,-130
848,53.64351180869028,50,-130
849,79.72411883540133,50,30
850,79.63842042887933,50,30
851,85.38085498797815,50,30
852,82.77102330469776,50,30
853,81.21075448712025,50,30
854,71.84924674054406,50,30
855,83.98111837327524,50,30
856,0.0,50,30
857,78.20304536020228,50,30
858,79.09191801300109,50,30
859,80.95587867203477,50,30
860,75.23070050119338,50,30
861,77.37233527964436,50,30
862,76.55053028766159,50,30
863,79.52960642955442,50,30
864,82.88006138980887,50,30
865,83.33985601103264,50,30
866,76.95383914762839,50,30
867,75.13858588636248,50,30
868,81.82331043177393,50,30
869,76.56164870302217,50,30
870,82.7981921408554,50,30
871,73.6099331542397,50,30
872,79.94211980353761,50,30
873,77.6552303344264,50,30
874,75.95520653055567,50,30
875,78.90727576805791,50,30
876,81.07333158361044,50,30
877,81.80252824886907,50,30
878,80.61111662620144,50,30
879,82.90513710771002,50,30
880,79.71063805344669,50,30
881,78.16137165490794,50,30
882,86.08774212607764,50,30
883,74.05331041094118,50,30
884,82.04320929091351,50,30
885,82.11487885834723,50,30
886,82.41712243894818,50,30
887,78.12240399045199,50,30
888,81.00234953381837,50,30
889,75.80734577312597,50,30
890,74.94075952129381,50,30
891,71.86837486102202,50,30
892,78.96363378273406,50,30
893,78.14827237029823,50,30
894,74.31506501021298,50,30
895,81.09930610318402,50,30
896,81.81548280271718,50,30
897,77.03395061560067,50,30
898,79.0189219975006,50,30
899,76.52509795322555,50,30
900,73.97501065068117,50,30
901,79.35297411635929,50,30
902,79.65831612723483,50,30
903,78.15341534271903,50,30
904,76.46965066330931,50,30
905,78.27013962410928,50,30
906,82.57700840713827,50,30
907,75.37497115001138,50,30
908,76.00898229124495,50,30
909,78.1100615358483,50,30
910,78.61906063337447,50,30
911,81.42135825044981,50,30
912,80.91176475790145,50,30
913,78.44295980409655,50,30
914,80.09917435768746,50,30
915,76.55583224728113,50,30
916,77.13141880826483,50,30
917,83.58414332338968,50,30
918,74.0401399301356,50,30
919,76.96096010283338,50,30
920,79.61736036090491,50,30
921,72.537436173875,50,30
922,78.69165907070683,50,30
923,75.83929578162423,50,30
924,78.09447674664854,50,30
925,79.65268579038637,50,30
926,51.13318282428717,50,-150
927,51.280039896084475,50,-150
928,55.41106304408585,50,-150
929,52.94674252731034,50,-150
930,51.78621813418688,50,-150
931,49.473690830655215,50,-150
932,51.87943376435617,50,-150
933,52.39131220009682,50,-150
934,50.95566679647381,50,-150
935,51.18836926606085,50,-150
936,51.69927715718235,50,-150
937,51.433650624645345,50,-150
938,51.5556775344507,50,-150
939,49.948517814981585,50,-150
940,51.53193452887939,50,-150
941,52.065829265646826,50,-150
942,51.02931372123971,50,-150
943,51.01182695609488,50,-150
